Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
ERR579124_1 - illumina_universal_adapter	(1, 2.6912188757546776e-05)	(2, 3.887316153867868e-05)	(3, 0.0001076487550301871)	(4, 0.00030799504911414643)	(5, 0.00034985845384810806)	(6, 0.00046348769526886115)	(7, 0.0005023608568075398)	(8, 0.0005920681526660291)	(9, 0.0007086876372820651)	(10, 0.0010032265920174382)	(12, 0.0014786752600674312)	(14, 0.002152975100603742)	(16, 0.0031487260846329726)	(18, 0.004111584393514091)	(20, 0.0051043451343480385)	(22, 0.005726315718966897)	(24, 0.006409586289089057)	(26, 0.006925403240275371)	(28, 0.007451686042645175)	(30, 0.008105054180814503)	(32, 0.009060436881707414)	(34, 0.010521170682603147)	(36, 0.01237362634208095)	(38, 0.015196415918428078)	(40, 0.020276839107213854)	(42, 0.028939573643948634)	(44, 0.04104108785525883)	(46, 0.05669351586096756)	(48, 0.0791936007838743)	(50, 0.111356656592338)	(52, 0.15515474867364773)	(54, 0.2105504989878625)	(56, 0.2759800103438492)	(58, 0.3536725090436915)	(60, 0.44896557919096935)	(62, 0.5624154060200055)	(64, 0.6931832263145229)	(66, 0.8364024192741986)	(68, 0.9889691124623289)	(70, 1.153680678388101)	(72, 1.3332343164136602)	(74, 1.528545040956763)	(76, 1.7362996625570357)	(78, 1.947240388281883)	(80, 2.1659228536393176)	(82, 2.391734058774307)	(84, 2.630159604828597)	(86, 2.8829173865178785)	(88, 3.135075624446506)	(90, 3.3237360481232994)
ERR579124_1 - polya	(1, 0.007113788561578197)	(2, 0.012980645710723394)	(3, 0.01604265474269316)	(4, 0.020519048806031774)	(5, 0.02307570673799872)	(6, 0.02568917929067604)	(7, 0.0286644712699826)	(8, 0.03410671388539761)	(9, 0.043822014026872)	(10, 0.05309027281065158)	(12, 0.05963292492193073)	(14, 0.06908508366222021)	(16, 0.07861199848239178)	(18, 0.08705195990107797)	(20, 0.09616622116030048)	(22, 0.10735720631864701)	(24, 0.11840465980361997)	(26, 0.13277726372174758)	(28, 0.14403104398719507)	(30, 0.15390034165322652)	(32, 0.16295778829173865)	(34, 0.17282559083617247)	(36, 0.1817499716524945)	(38, 0.19027066963745337)	(40, 0.1993251260327702)	(42, 0.20914957005087242)	(44, 0.21791247773464917)	(46, 0.22700730241310232)	(48, 0.23541586627823807)	(50, 0.24383041062976435)	(52, 0.2529132743354364)	(54, 0.26226077456389096)	(56, 0.2712793480408644)	(58, 0.2799854411039308)	(60, 0.28755374663119204)	(62, 0.29611630802088484)	(64, 0.3042856524303979)	(66, 0.3198528585050411)	(68, 0.33236104579090975)	(70, 0.34329187979126663)	(72, 0.3530864213774161)	(74, 0.36229338017569235)	(76, 0.3731509532177648)	(78, 0.3829768923574647)	(80, 0.3916485976237853)	(82, 0.40044140773951487)	(84, 0.4109117442877982)	(86, 0.42285627073135607)	(88, 0.4326672586550795)	(90, 0.4405226275290879)
ERR579124_2 - illumina_universal_adapter	(1, 2.39219455622638e-05)	(2, 2.990243195282975e-05)	(3, 8.073656627264033e-05)	(4, 0.0002631414011849018)	(5, 0.0003020145627235805)	(6, 0.00039172185858206974)	(7, 0.0004276047769254654)	(8, 0.0005113315863933888)	(9, 0.0006279510710094248)	(10, 0.0009060436881707415)	(12, 0.001359065532256112)	(14, 0.002027384886401857)	(16, 0.003029116356821654)	(18, 0.004012906368069753)	(20, 0.005004171987306059)	(22, 0.005623152328729635)	(24, 0.006340810695597549)	(26, 0.00686410325477207)	(28, 0.00741729824589942)	(30, 0.00809159808643573)	(32, 0.009067912489695622)	(34, 0.010557053600946543)	(36, 0.012449877543560667)	(38, 0.015314530524641757)	(40, 0.0204442927261497)	(42, 0.029129454086849103)	(44, 0.04135057802597062)	(46, 0.057206342568958596)	(48, 0.08002787863535826)	(50, 0.11272917821897288)	(52, 0.15718960916803779)	(54, 0.2136364299653945)	(56, 0.28038613369209875)	(58, 0.35933303941236217)	(60, 0.45622289942592115)	(62, 0.5716911404117733)	(64, 0.7048152723441736)	(66, 0.8503249915914362)	(68, 1.0054931963594627)	(70, 1.1730425030775584)	(72, 1.3555460160152641)	(74, 1.5544211104471441)	(76, 1.766037631134125)	(78, 1.9806892486643182)	(80, 2.20298691804485)	(82, 2.4324671515804512)	(84, 2.674774033302219)	(86, 2.9314191311453683)	(88, 3.187705399805084)	(90, 3.3793725130147343)
ERR579124_2 - polya	(1, 0.015115679352155438)	(2, 0.01915848815217802)	(3, 0.022256380102491185)	(4, 0.02707665213328734)	(5, 0.030898182936858982)	(6, 0.03465691863332968)	(7, 0.038310995817965474)	(8, 0.04495232595468896)	(9, 0.05306784598668696)	(10, 0.0635127654678104)	(12, 0.07315031928620742)	(14, 0.08719549157445156)	(16, 0.10621792366124419)	(18, 0.12099122016753974)	(20, 0.13472989252826736)	(22, 0.1486704063046766)	(24, 0.16158825690829903)	(26, 0.1760984120134097)	(28, 0.1894154600836024)	(30, 0.2015304303892914)	(32, 0.21378594212515867)	(34, 0.225857553904516)	(36, 0.23782002180724557)	(38, 0.24922929471884775)	(40, 0.26238935502128813)	(42, 0.27378816208170687)	(44, 0.2851929496285161)	(46, 0.2977430003191187)	(48, 0.31053227046534404)	(50, 0.3233753649890844)	(52, 0.33592541567968703)	(54, 0.35003039283183685)	(56, 0.36205715096326496)	(58, 0.37386562134143747)	(60, 0.3852823698610278)	(62, 0.3965197037889013)	(64, 0.40895463011648553)	(66, 0.422226824538749)	(68, 0.4345047630985809)	(70, 0.4500824350244076)	(72, 0.46790577958989177)	(74, 0.4806681375473595)	(76, 0.4924825884119225)	(78, 0.503302783414054)	(80, 0.5137761102055326)	(82, 0.5241612248227503)	(84, 0.5363105829251851)	(86, 0.5496246407521825)	(88, 0.5611535233915961)	(90, 0.5699134408321775)
ERR579124_2 - polyg	(1, 0.004587033061564084)	(2, 0.005741266934943312)	(3, 0.010510704831419658)	(4, 0.015573186561033734)	(5, 0.019807370925554426)	(6, 0.023204287195395887)	(7, 0.026045018230914714)	(8, 0.028488046921460904)	(9, 0.03126598284987879)	(10, 0.03727637167239757)	(12, 0.04624859637984413)	(14, 0.05281666555828319)	(16, 0.05890629582547696)	(18, 0.06482249198734433)	(20, 0.07078653204033622)	(22, 0.07607178688799889)	(24, 0.08163812459601814)	(26, 0.08744517688125769)	(28, 0.09332399500318402)	(30, 0.09908320339729902)	(32, 0.10489025568253856)	(34, 0.11059414457754083)	(36, 0.11608572620567802)	(38, 0.121094383557777)	(40, 0.12632730914952223)	(42, 0.13172320299541035)	(44, 0.1364208750551999)	(46, 0.14159399578303944)	(48, 0.14654882875762332)	(50, 0.15121360814226475)	(52, 0.15582904851418405)	(54, 0.16033833525267077)	(56, 0.1645740147387891)	(58, 0.16918795998911074)	(60, 0.17354324920304037)	(62, 0.17825288223561106)	(64, 0.18300587379451339)	(66, 0.18780670924454018)	(68, 0.1923518789013703)	(70, 0.19689405831500514)	(72, 0.20173376692657063)	(74, 0.2068067145073682)	(76, 0.211766032846745)	(78, 0.21670441948375485)	(80, 0.22187155972520384)	(82, 0.22703869996665282)	(84, 0.23233591578709661)	(86, 0.23782899253683143)	(88, 0.24305444252058844)	(90, 0.24711070741498978)
ERR579125_1 - illumina_universal_adapter	(1, 3.964632936838323e-05)	(2, 5.81479497402954e-05)	(3, 0.00013744060847706185)	(4, 0.0003938202050592734)	(5, 0.00045725433204868654)	(6, 0.0005920518519011895)	(7, 0.0006422705357678083)	(8, 0.0007479940807501635)	(9, 0.0008722192461044309)	(10, 0.0012330008433567184)	(12, 0.0017404738592720235)	(14, 0.002436927711843289)	(16, 0.003265535995642498)	(18, 0.003917057341596262)	(20, 0.004535540079743041)	(22, 0.005072087070528494)	(24, 0.0056390295804963735)	(26, 0.006089676190983663)	(28, 0.006622258548832278)	(30, 0.007429722123635017)	(32, 0.008847739170710857)	(34, 0.011082470602775391)	(36, 0.01432554034510914)	(38, 0.019174286426862405)	(40, 0.027470941619352738)	(42, 0.04147270360795341)	(44, 0.061187501658538104)	(46, 0.08620697857861248)	(48, 0.12016273813832043)	(50, 0.16655687276520248)	(52, 0.22906856182464458)	(54, 0.306417228878048)	(56, 0.39519064651110714)	(58, 0.49820766874191413)	(60, 0.6186518958187501)	(62, 0.7567506333633272)	(64, 0.913888859814914)	(66, 1.0825205571503953)	(68, 1.257757332958649)	(70, 1.4420123271538978)	(72, 1.638527287934163)	(74, 1.8491748435899447)	(76, 2.067125253115382)	(78, 2.2865214321184535)	(80, 2.5094659575999954)	(82, 2.7372843385052232)	(84, 2.9774089400463977)	(86, 3.226509470556574)	(88, 3.473280118444202)	(90, 3.6581350937572257)
ERR579125_1 - polya	(1, 0.008534533168700629)	(2, 0.014949309260505035)	(3, 0.017592397885063917)	(4, 0.02226802166190858)	(5, 0.02422390724408215)	(6, 0.026462603309083524)	(7, 0.029533872290820943)	(8, 0.03424914239703399)	(9, 0.04695446941528853)	(10, 0.057123752898278826)	(12, 0.0641200084874862)	(14, 0.07549454038327534)	(16, 0.08451408031458252)	(18, 0.09264289937941336)	(20, 0.10162411452566444)	(22, 0.11309379761193772)	(24, 0.12503923665063157)	(26, 0.13980617279604207)	(28, 0.15118863395770488)	(30, 0.16085705214634127)	(32, 0.1692885048586841)	(34, 0.18262420851389594)	(36, 0.19196224062446246)	(38, 0.20043466121048598)	(40, 0.2090643455696707)	(42, 0.2209556012915611)	(44, 0.22934740767453554)	(46, 0.23862200565811267)	(48, 0.24751599887975334)	(50, 0.25556288219722284)	(52, 0.26402208734012356)	(54, 0.2740724318350087)	(56, 0.28399855116453954)	(58, 0.2932638983379307)	(60, 0.300761019221492)	(62, 0.31135451842872397)	(64, 0.3195560224307302)	(66, 0.33100059617507016)	(68, 0.3492127983425931)	(70, 0.3637154256255477)	(72, 0.3733111588770087)	(74, 0.3818589074888321)	(76, 0.3917096987925631)	(78, 0.40294943316849974)	(80, 0.4107505092438853)	(82, 0.41912777863942463)	(84, 0.4312238737297184)	(86, 0.4481647502688285)	(88, 0.46006922143384177)	(90, 0.4709719620101471)
ERR579125_2 - illumina_universal_adapter	(1, 3.700324074382434e-05)	(2, 4.493250661750099e-05)	(3, 0.00011365281085603191)	(4, 0.00031981372357162466)	(5, 0.00038060476193647896)	(6, 0.0005074730159153052)	(7, 0.0005524055225328063)	(8, 0.0006528428902660438)	(9, 0.0007849973214939879)	(10, 0.001141814285809437)	(12, 0.0016479657574124628)	(14, 0.002331204166860934)	(16, 0.0031558478177233047)	(18, 0.003824549239736702)	(20, 0.004424530357511568)	(22, 0.004966363525546139)	(24, 0.0055478430229490925)	(26, 0.006019634342432853)	(28, 0.006553538244593747)	(30, 0.00739800506014031)	(32, 0.008853025347959974)	(34, 0.011127403109392892)	(36, 0.014429942345779215)	(38, 0.01938176888389028)	(40, 0.02777357526686473)	(42, 0.0419233502184407)	(44, 0.061976463612968935)	(46, 0.087273464838622)	(48, 0.12173008969268384)	(50, 0.16905326997109837)	(52, 0.2327635997217779)	(54, 0.3116796183295447)	(56, 0.4024234585322125)	(58, 0.5078866592850488)	(60, 0.6314523740274888)	(62, 0.773255400279385)	(64, 0.9343754397438699)	(66, 1.1069638407503157)	(68, 1.2863370502560043)	(70, 1.475169873948989)	(72, 1.6765534039756917)	(74, 1.8922836190564998)	(76, 2.115670861882655)	(78, 2.3406479225164825)	(80, 2.569271123907889)	(82, 2.802493299506028)	(84, 3.048149885538404)	(86, 3.3030810695543575)	(88, 3.5559691460635268)	(90, 3.745378163076665)
ERR579125_2 - polya	(1, 0.01274233025899837)	(2, 0.016632956714349043)	(3, 0.01942670139050778)	(4, 0.02392259514088244)	(5, 0.027363896530058104)	(6, 0.030591107740644496)	(7, 0.0338949685213431)	(8, 0.040640130691217365)	(9, 0.048796702186606075)	(10, 0.06050954942633876)	(12, 0.06990044330939646)	(14, 0.08290972551947529)	(16, 0.10150781862618385)	(18, 0.11558755172920901)	(20, 0.12907126834739616)	(22, 0.14241225817985712)	(24, 0.15483477471528384)	(26, 0.16932418655511564)	(28, 0.1823110025118857)	(30, 0.19471633897125282)	(32, 0.20671463978243787)	(34, 0.21951247490255196)	(36, 0.23116188801529525)	(38, 0.24275843935554733)	(40, 0.2561800433910573)	(42, 0.2675625045527201)	(44, 0.28174928274503996)	(46, 0.29492640108277823)	(48, 0.3080281913947166)	(50, 0.3220167379401945)	(52, 0.33522425179711524)	(54, 0.351037851037851)	(56, 0.3641211397294175)	(58, 0.37616305150290774)	(60, 0.38831861608725404)	(62, 0.39974997438847126)	(64, 0.4139261802262928)	(66, 0.4288279138915557)	(68, 0.4415781734164278)	(70, 0.4563556819163365)	(72, 0.4700825626879831)	(74, 0.4816077506353721)	(76, 0.4936456977759255)	(78, 0.5048669305314902)	(80, 0.5163789030357564)	(82, 0.5272525696371917)	(84, 0.5395217870323941)	(86, 0.5539054753272434)	(88, 0.5648835439293487)	(90, 0.5732832795781969)
ERR579125_2 - polyg	(1, 0.0032324973878355124)	(2, 0.004258015774164358)	(3, 0.0074614391871297234)	(4, 0.011159120172887598)	(5, 0.01432289725648458)	(6, 0.01710871266676964)	(7, 0.01942405830188322)	(8, 0.021448664188295326)	(9, 0.02363978465805464)	(10, 0.02743261683429663)	(12, 0.03308221876929124)	(14, 0.038125231864949594)	(16, 0.043020231997632635)	(18, 0.047775148433214065)	(20, 0.05244416448849733)	(22, 0.057069569581475375)	(24, 0.06168440231995518)	(26, 0.06638645698304543)	(28, 0.07112155025394268)	(30, 0.0760495889944327)	(32, 0.08109524517871561)	(34, 0.08589245103228998)	(36, 0.09062886584749949)	(38, 0.09528070182672313)	(40, 0.10010301702223082)	(42, 0.10435838970777062)	(44, 0.10831377183442298)	(46, 0.112669581887696)	(48, 0.11699235333316206)	(50, 0.12093187692806708)	(52, 0.12479871558579672)	(54, 0.12868141277527373)	(56, 0.13248878193895078)	(58, 0.13633183279905942)	(60, 0.14010880644355406)	(62, 0.14395317884797493)	(64, 0.14813058041909027)	(66, 0.1520872840900549)	(68, 0.15623693323061233)	(70, 0.1602319616866331)	(72, 0.1644939420937343)	(74, 0.16878763956433018)	(76, 0.17310908946548398)	(78, 0.1774186454678272)	(80, 0.18187621443314578)	(82, 0.1864566870195063)	(84, 0.19114552623947378)	(86, 0.195790754497136)	(88, 0.20034347465293867)	(90, 0.20398300768895625)
ERR579126_1 - illumina_universal_adapter	(1, 2.553265153777628e-05)	(2, 4.2554419229627134e-05)	(3, 0.00011631541256098083)	(4, 0.00020426121230221025)	(5, 0.00021844601871208596)	(6, 0.00033759839255504196)	(7, 0.0003602940828108431)	(8, 0.0004170333084503459)	(9, 0.0004964682243456499)	(10, 0.00069505551408391)	(12, 0.0011106703418932683)	(14, 0.0016525299467505204)	(16, 0.0023078680028867783)	(18, 0.003056825781328216)	(20, 0.0037348595277202747)	(22, 0.0041121753782229695)	(24, 0.004648361060516271)	(26, 0.005027095391659952)	(28, 0.005407248203444621)	(30, 0.005855488085996694)	(32, 0.0065462881581576406)	(34, 0.007444186403902773)	(36, 0.00862578077784542)	(38, 0.010657045055739622)	(40, 0.01415076287449201)	(42, 0.019921142122029452)	(44, 0.028263226771677356)	(46, 0.03856990710909305)	(48, 0.052936279041015166)	(50, 0.07378794446353247)	(52, 0.10320439599633272)	(54, 0.14050901837366486)	(56, 0.18514009326169778)	(58, 0.23864943848167194)	(60, 0.3039704719991496)	(62, 0.38258834304524475)	(64, 0.47564918397787537)	(66, 0.5794777114562426)	(68, 0.691512149442723)	(70, 0.8127355050215208)	(72, 0.947262790532141)	(74, 1.0955777078731606)	(76, 1.2545922246891492)	(78, 1.4177685637057955)	(80, 1.5854131167415524)	(82, 1.7624111311239816)	(84, 1.9504179737611154)	(86, 2.148783980519381)	(88, 2.347881923288397)	(90, 2.4982025722557726)
ERR579126_1 - polya	(1, 0.007900937170300772)	(2, 0.01482879662088407)	(3, 0.018096976017719434)	(4, 0.02363472444013491)	(5, 0.026352533348267097)	(6, 0.029396592803826425)	(7, 0.03296265313526918)	(8, 0.0393401420971493)	(9, 0.05265967531602259)	(10, 0.06424015126904511)	(12, 0.0717410768985874)	(14, 0.08340808017071016)	(16, 0.093699157221075)	(18, 0.10382994595900824)	(20, 0.11514232907088412)	(22, 0.12943635849011587)	(24, 0.144944607338033)	(26, 0.16308839321690502)	(28, 0.17671431825423162)	(30, 0.18862104475468128)	(32, 0.19965966110284655)	(34, 0.21212385049520438)	(36, 0.22211846509160277)	(38, 0.23194144353044172)	(40, 0.24222117273567864)	(42, 0.25374632794370267)	(44, 0.2642969869513682)	(46, 0.2752944673609449)	(48, 0.28540114192798127)	(50, 0.2943730319822277)	(52, 0.3034555635264711)	(54, 0.31398352684388087)	(56, 0.32462922405449257)	(58, 0.33422382711013254)	(60, 0.3426949934981103)	(62, 0.35295628245501437)	(64, 0.36197214540913136)	(66, 0.3742717910471346)	(68, 0.38891051126212633)	(70, 0.4030045349109789)	(72, 0.414173651478115)	(74, 0.42467891910526895)	(76, 0.43668352076994676)	(78, 0.44844839920629764)	(80, 0.4573890826864423)	(82, 0.46680070173939486)	(84, 0.47860104219177046)	(86, 0.4934440236190644)	(88, 0.5053649349259239)	(90, 0.5156545934956478)
ERR579126_2 - illumina_universal_adapter	(1, 1.9858728973825997e-05)	(2, 2.8369612819751425e-05)	(3, 8.794579974122942e-05)	(4, 0.0001815655220464091)	(5, 0.00019575032845628484)	(6, 0.00031773966358121595)	(7, 0.0003404353538370171)	(8, 0.0003943376181945448)	(9, 0.0004680986115258985)	(10, 0.0006638489399821833)	(12, 0.0010851376903554919)	(14, 0.0016255788145717565)	(16, 0.002273824467503077)	(18, 0.0030383855329953772)	(20, 0.0037150007987464487)	(22, 0.004102246013736056)	(24, 0.004665382828208121)	(26, 0.005046954120633778)	(28, 0.005445547180751286)	(30, 0.005936341482532985)	(32, 0.006644163322385784)	(34, 0.007566175739027704)	(36, 0.008759117958098252)	(38, 0.010831518174581094)	(40, 0.014374882815768045)	(42, 0.020209093692149925)	(44, 0.028632031738334125)	(46, 0.0391004188688224)	(48, 0.05371218795163537)	(50, 0.07492982137952747)	(52, 0.10490940972679977)	(54, 0.1429814301309062)	(56, 0.18860118602570747)	(58, 0.24330631042603415)	(60, 0.3100685202747552)	(62, 0.3900339479297885)	(64, 0.4847813623445533)	(66, 0.5902539088858252)	(68, 0.7043479807630195)	(70, 0.827552953797277)	(72, 0.9643044169529656)	(74, 1.115267637650709)	(76, 1.2771772734549534)	(78, 1.4434416448270295)	(80, 1.6143231706855201)	(82, 1.7946418482485011)	(84, 1.9861253869366955)	(86, 2.188385123054472)	(88, 2.3908037290040394)	(90, 2.543698920334808)
ERR579126_2 - polya	(1, 0.015691232850604513)	(2, 0.020094196760229933)	(3, 0.023353865273219372)	(4, 0.028403656355135126)	(5, 0.03252292413656303)	(6, 0.03659396357619736)	(7, 0.04060826379019219)	(8, 0.04793613478153398)	(9, 0.05711937845128752)	(10, 0.06848566382752092)	(12, 0.07880652897134649)	(14, 0.0932197107644212)	(16, 0.11472671424307476)	(18, 0.13123073650096514)	(20, 0.14626946825671538)	(22, 0.16124294990298016)	(24, 0.17526037559721935)	(26, 0.19154737031703864)	(28, 0.2062853841768995)	(30, 0.22034394580972733)	(32, 0.23353723425155273)	(34, 0.2471815995372122)	(36, 0.26044864897236897)	(38, 0.272999365683827)	(40, 0.2876111347666399)	(42, 0.3002923516970688)	(44, 0.3130232154499323)	(46, 0.32763072909082225)	(48, 0.34181128005877504)	(50, 0.3561379345327495)	(52, 0.3697312345153334)	(54, 0.38517848869568805)	(56, 0.39851646216289416)	(58, 0.4110983854484539)	(60, 0.4233370364188947)	(62, 0.43500262121037647)	(64, 0.44829094785514806)	(66, 0.46338641883653775)	(68, 0.47720383876039774)	(70, 0.4927574789888264)	(72, 0.5081678526725154)	(74, 0.5210533308152465)	(76, 0.5340593798124615)	(78, 0.5462384545959809)	(80, 0.5567295374167249)	(82, 0.5672603376954166)	(84, 0.5806309362173655)	(86, 0.595180292151975)	(88, 0.6075012149995931)	(90, 0.6171582312034364)
ERR579126_2 - polyg	(1, 0.003886636956305945)	(2, 0.004907943017816997)	(3, 0.008576133955410856)	(4, 0.013254283109387865)	(5, 0.017013256808004928)	(6, 0.02008001195382006)	(7, 0.022698527217083115)	(8, 0.02522342275804099)	(9, 0.027439089519263576)	(10, 0.031409416833387785)	(12, 0.03805641711705555)	(14, 0.044086378321893716)	(16, 0.04966242572161586)	(18, 0.05499733141237011)	(20, 0.060092513874797464)	(22, 0.06530543023042679)	(24, 0.07060771086643833)	(26, 0.07614971473077678)	(28, 0.08170306644024311)	(30, 0.08716137994676329)	(32, 0.09243812793123705)	(34, 0.09758295721609897)	(36, 0.10276608547826756)	(38, 0.10728678328109495)	(40, 0.11205855215737714)	(42, 0.11653102161841095)	(44, 0.12077795265752775)	(46, 0.125200775296127)	(48, 0.12979097865036276)	(50, 0.13415138814075855)	(52, 0.1384493844829509)	(54, 0.1425558859386099)	(56, 0.14652621325273413)	(58, 0.15080435086595262)	(60, 0.15509241784365807)	(62, 0.15930956078931413)	(64, 0.163545143983303)	(66, 0.16813109189561581)	(68, 0.17252554492139532)	(70, 0.17689588377627802)	(72, 0.1813981413307726)	(74, 0.18626352992935996)	(76, 0.19101969551859127)	(78, 0.1957744426271816)	(80, 0.2003731568652633)	(82, 0.20496761566142208)	(84, 0.20974222149898622)	(86, 0.21447710987860275)	(88, 0.2191580959938617)	(90, 0.2228716783119672)
ERR579127_1 - illumina_universal_adapter	(1, 2.486753375612285e-05)	(2, 3.730130063418428e-05)	(3, 8.703636814642999e-05)	(4, 0.00020640053017581967)	(5, 0.00023126806393194253)	(6, 0.0003033839118246988)	(7, 0.000330738198956434)	(8, 0.0004078275536004148)	(9, 0.00047994340149317105)	(10, 0.0007087247120495013)	(12, 0.0011053618754596607)	(14, 0.0016536909947821696)	(16, 0.002362415706831671)	(18, 0.0029480461267883643)	(20, 0.0034391799184717905)	(22, 0.003907932929774706)	(24, 0.004384146201204459)	(26, 0.004743482063980434)	(28, 0.005137632474014981)	(30, 0.005759320817918053)	(32, 0.00650161670053832)	(34, 0.007532375974729612)	(36, 0.008881439680999276)	(38, 0.011176713046689418)	(40, 0.015358188847781474)	(42, 0.02274011624328654)	(44, 0.03292461469310666)	(46, 0.0464537964331253)	(48, 0.06544761871605193)	(50, 0.09267135129556742)	(52, 0.1299540012794346)	(54, 0.1775977092027904)	(56, 0.23436655863795544)	(58, 0.30162080368138966)	(60, 0.38423945445604446)	(62, 0.48216158550421717)	(64, 0.5935507294580183)	(66, 0.7150174414664883)	(68, 0.8448781894943374)	(70, 0.985241740404085)	(72, 1.139482618526437)	(74, 1.3083518233808282)	(76, 1.4871742586211076)	(78, 1.669158600778478)	(80, 1.8555096818634238)	(82, 2.0516436507280282)	(84, 2.260744795069763)	(86, 2.4802853300823178)	(88, 2.703184225528637)	(90, 2.8682362639514634)
ERR579127_1 - polya	(1, 0.009601354783239034)	(2, 0.01833483263838938)	(3, 0.02272146559296945)	(4, 0.029274060737707823)	(5, 0.03261377052115512)	(6, 0.03631157279069059)	(7, 0.040429636380704535)	(8, 0.047827727673151084)	(9, 0.06254184739664898)	(10, 0.07805545833040622)	(12, 0.08796144040215775)	(14, 0.10373740381704209)	(16, 0.1197893968566194)	(18, 0.13598686496867002)	(20, 0.15517714076827002)	(22, 0.17669501772744312)	(24, 0.20325105702560672)	(26, 0.23092737871948366)	(28, 0.24935546460945848)	(30, 0.26964612877776695)	(32, 0.2853263521876902)	(34, 0.2998539654080172)	(36, 0.31204403045526863)	(38, 0.3239443887342612)	(40, 0.33678722654261084)	(42, 0.35041960854771736)	(44, 0.3628546188024666)	(46, 0.3756701023236845)	(48, 0.3885477546792927)	(50, 0.40024544255817296)	(52, 0.41140350495454525)	(54, 0.42352767103734296)	(56, 0.4357637410220432)	(58, 0.44681860315332766)	(60, 0.4570826777111673)	(62, 0.46892708403920863)	(64, 0.48038231346396665)	(66, 0.4964629041673635)	(68, 0.51267404942298)	(70, 0.5275187236986976)	(72, 0.5411424020669894)	(74, 0.5535177302407239)	(76, 0.5673490525158795)	(78, 0.5807837376276248)	(80, 0.5915153218200797)	(82, 0.602711928893774)	(84, 0.6158966952912703)	(86, 0.6325131813471117)	(88, 0.6462512503706817)	(90, 0.6569554802760048)
ERR579127_2 - illumina_universal_adapter	(1, 1.7407273629285996e-05)	(2, 2.486753375612285e-05)	(3, 7.211584789275627e-05)	(4, 0.0001865065031709214)	(5, 0.00021137403692704425)	(6, 0.0002884633915710251)	(7, 0.00031084417195153565)	(8, 0.00038544677321990424)	(9, 0.0004600493744882728)	(10, 0.0006838571782933785)	(12, 0.0010742774582645073)	(14, 0.0016151463174601793)	(16, 0.002326357782885293)	(18, 0.002918205086281017)	(20, 0.0034105822546522495)	(22, 0.0038768485125795526)	(24, 0.004400310098145939)	(26, 0.004770836351112169)	(28, 0.005161256631083298)	(30, 0.005794135365176625)	(32, 0.006552595144738372)	(34, 0.007604491822622368)	(36, 0.00899334358290183)	(38, 0.011338352016104215)	(40, 0.015578266521523162)	(42, 0.02305096041523808)	(44, 0.03340455809459983)	(46, 0.04713641023473086)	(48, 0.06654054682463353)	(50, 0.09439467138486674)	(52, 0.13254768505019823)	(54, 0.1814260660245455)	(56, 0.23946191630458502)	(58, 0.3081597216825622)	(60, 0.39246439124588206)	(62, 0.4923348935638471)	(64, 0.6058253441200405)	(66, 0.7294928328659274)	(68, 0.861697345950291)	(70, 1.0046011154332266)	(72, 1.1618260976063133)	(74, 1.333817421323786)	(76, 1.5160516821954055)	(78, 1.7016032720700918)	(80, 1.891919481412451)	(82, 2.0921976247775134)	(84, 2.3053956953055694)	(86, 2.5291711713167917)	(88, 2.7562478124341396)	(90, 2.9245040325814426)
ERR579127_2 - polya	(1, 0.019386729316273377)	(2, 0.02513610312068898)	(3, 0.029443159967249458)	(4, 0.03618972187528559)	(5, 0.04110105979211985)	(6, 0.04614916914461279)	(7, 0.05115251693634471)	(8, 0.06036842494636384)	(9, 0.07223521205478567)	(10, 0.08706496581024953)	(12, 0.0999935966100578)	(14, 0.11937783917295555)	(16, 0.14796804273237002)	(18, 0.16817415728590762)	(20, 0.18722517489647333)	(22, 0.20673872863490295)	(24, 0.22460605163867722)	(26, 0.2452063166022494)	(28, 0.26367419054623403)	(30, 0.28081911169439294)	(32, 0.29708745227764854)	(34, 0.31395758717780226)	(36, 0.3299001630688526)	(38, 0.34551821764438556)	(40, 0.3637796910581944)	(42, 0.3795966859037763)	(44, 0.39636113378546656)	(46, 0.4139188559939771)	(48, 0.43134478027358014)	(50, 0.4494558051081644)	(52, 0.4668991366613968)	(54, 0.48752426915872515)	(56, 0.504291203793791)	(58, 0.5201479866933827)	(60, 0.5357735015290426)	(62, 0.5507238628232236)	(64, 0.5687478512896613)	(66, 0.5879455873493882)	(68, 0.6048455632900493)	(70, 0.6251250370681676)	(72, 0.6451471318719099)	(74, 0.6610921945163357)	(76, 0.6774935764051866)	(78, 0.6929935101953779)	(80, 0.7073109927554657)	(82, 0.7215016508933972)	(84, 0.7386117574942976)	(86, 0.7575483844495852)	(88, 0.7726404906861761)	(90, 0.7845134946780369)
